t;x;y;luma;
5.467;254.2;-427.3;56.3
5.500;254.2;-427.3;55.8
5.533;254.2;-427.3;54.5
5.567;254.2;-427.3;49.4
5.600;254.2;-427.3;43.7
5.633;254.2;-427.3;34.8
5.667;254.2;-427.3;28.0
5.700;254.2;-427.3;23.8
5.733;254.2;-427.3;22.2
5.767;254.2;-427.3;24.1
5.800;254.2;-427.3;29.7
5.833;254.2;-427.3;38.0
5.867;254.2;-427.3;45.1
5.900;254.2;-427.3;51.3
5.933;254.2;-427.3;54.8
5.967;254.2;-427.3;56.1
6.000;254.2;-427.3;55.9
6.033;254.2;-427.3;54.1
6.067;254.2;-427.3;49.5
6.100;254.2;-427.3;44.2
6.133;254.2;-427.3;35.4
6.167;254.2;-427.3;30.4
6.200;254.2;-427.3;25.6
6.233;254.2;-427.3;22.7
6.267;254.2;-427.3;21.8
6.300;254.2;-427.3;26.7
6.333;254.2;-427.3;32.3
6.367;254.2;-427.3;40.8
6.400;254.2;-427.3;48.3
6.433;254.2;-427.3;51.1
6.467;254.2;-427.3;53.2
6.500;254.2;-427.3;56.4
6.533;254.2;-427.3;56.1
6.567;254.2;-427.3;56.1
6.600;254.2;-427.3;51.3
6.633;254.2;-427.3;45.4
6.667;254.2;-427.3;37.9
6.700;254.2;-427.3;31.7
6.733;254.2;-427.3;25.4
6.767;254.2;-427.3;23.7
6.800;254.2;-427.3;22.4
6.833;254.2;-427.3;26.7
6.867;254.2;-427.3;30.2
6.900;254.2;-427.3;38.4
6.933;254.2;-427.3;45.8
6.967;254.2;-427.3;51.2
7.000;254.2;-427.3;55.6
7.033;254.2;-427.3;59.0
7.067;254.2;-427.3;57.4
7.100;254.2;-427.3;55.8
7.133;254.2;-427.3;49.9
7.167;254.2;-427.3;44.4
7.200;254.2;-427.3;37.7
7.233;254.2;-427.3;31.3
7.267;254.2;-427.3;26.4
7.300;254.2;-427.3;22.5
7.333;254.2;-427.3;24.0
7.367;254.2;-427.3;25.2
7.400;254.2;-427.3;31.7
7.433;254.2;-427.3;38.2
7.467;254.2;-427.3;47.7
7.500;254.2;-427.3;51.0
7.533;254.2;-427.3;53.6
7.567;254.2;-427.3;55.5
7.600;254.2;-427.3;54.1
7.633;254.2;-427.3;50.3
7.667;254.2;-427.3;43.3
7.700;254.2;-427.3;36.5
7.733;254.2;-427.3;29.5
7.767;254.2;-427.3;24.2
7.800;254.2;-427.3;22.3
7.833;254.2;-427.3;22.6
7.867;254.2;-427.3;29.1
7.900;254.2;-427.3;36.3
7.933;254.2;-427.3;44.3
7.967;254.2;-427.3;48.3
8.000;254.2;-427.3;53.0
8.033;254.2;-427.3;57.7
8.067;254.2;-427.3;55.4
8.100;254.2;-427.3;52.6
8.133;254.2;-427.3;46.9
8.167;254.2;-427.3;41.8
8.200;254.2;-427.3;33.7
8.233;254.2;-427.3;26.6
8.267;254.2;-427.3;23.7
8.300;254.2;-427.3;22.5
8.333;254.2;-427.3;24.1
8.367;254.2;-427.3;29.0
8.400;254.2;-427.3;36.7
8.433;254.2;-427.3;44.4
8.467;254.2;-427.3;50.4
8.500;254.2;-427.3;55.6
8.533;254.2;-427.3;56.2
8.567;254.2;-427.3;54.5
8.600;254.2;-427.3;54.6
8.633;254.2;-427.3;52.1
8.667;254.2;-427.3;44.3
8.700;254.2;-427.3;37.7
8.733;254.2;-427.3;31.5
8.767;254.2;-427.3;25.5
8.800;254.2;-427.3;23.8
8.833;254.2;-427.3;22.4
8.867;254.2;-427.3;26.5
8.900;254.2;-427.3;34.5
8.933;254.2;-427.3;42.5
8.967;254.2;-427.3;50.2
9.000;254.2;-427.3;55.2
9.033;254.2;-427.3;58.9
9.067;254.2;-427.3;58.3
9.100;254.2;-427.3;53.6
9.133;254.2;-427.3;42.0
9.167;254.2;-427.3;30.7
9.200;254.2;-427.3;25.7
9.233;254.2;-427.3;21.3
9.267;254.2;-427.3;24.7
9.300;254.2;-427.3;29.2
9.333;254.2;-427.3;37.9
9.367;254.2;-427.3;45.6
9.400;254.2;-427.3;49.7
9.433;254.2;-427.3;54.8
9.467;254.2;-427.3;56.2
9.500;254.2;-427.3;57.5
9.533;254.2;-427.3;54.8
9.567;254.2;-427.3;50.7
9.600;254.2;-427.3;42.4
9.633;254.2;-427.3;35.5
9.667;254.2;-427.3;29.7
9.700;254.2;-427.3;23.9
9.733;254.2;-427.3;22.8
9.767;254.2;-427.3;23.5
9.800;254.2;-427.3;27.1
9.833;254.2;-427.3;31.0
9.867;254.2;-427.3;39.7
9.900;254.2;-427.3;44.2
9.933;254.2;-427.3;49.4
9.967;254.2;-427.3;54.5
10.000;254.2;-427.3;56.5
10.033;254.2;-427.3;56.6
10.067;254.2;-427.3;55.7
10.100;254.2;-427.3;54.3
10.133;254.2;-427.3;47.0
10.167;254.2;-427.3;39.4
10.200;254.2;-427.3;33.0
10.233;254.2;-427.3;27.3
10.267;254.2;-427.3;23.6
10.300;254.2;-427.3;21.9
10.333;254.2;-427.3;23.3
10.367;254.2;-427.3;24.6
10.400;254.2;-427.3;32.1
10.433;254.2;-427.3;38.5
10.467;254.2;-427.3;46.8
10.500;254.2;-427.3;53.3
10.533;254.2;-427.3;56.6
10.567;254.2;-427.3;60.2
10.600;254.2;-427.3;60.0
10.633;254.2;-427.3;57.1
10.667;254.2;-427.3;52.7
10.700;254.2;-427.3;48.0
10.733;254.2;-427.3;41.0
10.767;254.2;-427.3;34.2
10.800;254.2;-427.3;29.3
10.833;254.2;-427.3;24.3
10.867;254.2;-427.3;23.2
10.900;254.2;-427.3;21.9
10.933;254.2;-427.3;26.3
10.967;254.2;-427.3;30.2
11.000;254.2;-427.3;37.5
11.033;254.2;-427.3;43.8
11.067;254.2;-427.3;50.3
11.100;254.2;-427.3;52.4
11.133;254.2;-427.3;55.9
11.167;254.2;-427.3;59.1
11.200;254.2;-427.3;58.7
11.233;254.2;-427.3;54.8
11.267;254.2;-427.3;51.4
11.300;254.2;-427.3;45.6
11.333;254.2;-427.3;39.4
11.367;254.2;-427.3;32.8
11.400;254.2;-427.3;27.7
11.433;254.2;-427.3;22.4
11.467;254.2;-427.3;21.2
11.500;254.2;-427.3;21.3
11.533;254.2;-427.3;24.2
11.567;254.2;-427.3;28.7
11.600;254.2;-427.3;35.3
11.633;254.2;-427.3;41.9
11.667;254.2;-427.3;46.4
11.700;254.2;-427.3;50.9
11.733;254.2;-427.3;55.2
11.767;254.2;-427.3;58.7
11.800;254.2;-427.3;57.7
11.833;254.2;-427.3;54.2
11.867;254.2;-427.3;49.6
11.900;254.2;-427.3;42.0
11.933;254.2;-427.3;36.9
11.967;254.2;-427.3;31.3
12.000;254.2;-427.3;26.4
12.033;254.2;-427.3;23.4
12.067;254.2;-427.3;22.4
12.100;254.2;-427.3;22.8
12.133;254.2;-427.3;27.5
12.167;254.2;-427.3;34.1
12.200;254.2;-427.3;39.9
12.233;254.2;-427.3;45.6
12.267;254.2;-427.3;49.8
12.300;254.2;-427.3;53.9
12.333;254.2;-427.3;54.5
12.367;254.2;-427.3;55.5
12.400;254.2;-427.3;54.7
12.433;254.2;-427.3;52.4
12.467;254.2;-427.3;46.5
12.500;254.2;-427.3;42.0
12.533;254.2;-427.3;35.5
12.567;254.2;-427.3;29.2
12.600;254.2;-427.3;24.2
12.633;254.2;-427.3;21.9
12.667;254.2;-427.3;21.2
12.700;254.2;-427.3;23.6
12.733;254.2;-427.3;30.8
12.767;254.2;-427.3;37.2
12.800;254.2;-427.3;43.9
12.833;254.2;-427.3;50.7
12.867;254.2;-427.3;54.3
12.900;254.2;-427.3;55.4
12.933;254.2;-427.3;55.1
12.967;254.2;-427.3;54.1
13.000;254.2;-427.3;49.6
13.033;254.2;-427.3;44.2
13.067;254.2;-427.3;36.9
13.100;254.2;-427.3;29.8
13.133;254.2;-427.3;24.4
13.167;254.2;-427.3;21.5
13.200;254.2;-427.3;22.1
13.233;254.2;-427.3;25.7
13.267;254.2;-427.3;33.5
13.300;254.2;-427.3;40.6
13.333;254.2;-427.3;46.9
13.367;254.2;-427.3;52.2
13.400;254.2;-427.3;56.6
13.433;254.2;-427.3;57.1
13.467;254.2;-427.3;53.2
13.500;254.2;-427.3;45.4
13.533;254.2;-427.3;37.8
13.567;254.2;-427.3;30.6
13.600;254.2;-427.3;26.1
13.633;254.2;-427.3;21.9
13.667;254.2;-427.3;21.6
13.700;254.2;-427.3;26.2
13.733;254.2;-427.3;33.4
13.767;254.2;-427.3;41.9
13.800;254.2;-427.3;48.8
13.833;254.2;-427.3;52.6
13.867;254.2;-427.3;56.8
13.900;254.2;-427.3;55.9
13.933;254.2;-427.3;53.5
13.967;254.2;-427.3;48.6
14.000;254.2;-427.3;42.5
14.033;254.2;-427.3;35.0
14.067;254.2;-427.3;28.8
14.100;254.2;-427.3;22.6
14.133;254.2;-427.3;21.0
14.167;254.2;-427.3;22.5
14.200;254.2;-427.3;28.0
14.233;254.2;-427.3;33.1
14.267;254.2;-427.3;40.7
14.300;254.2;-427.3;48.4
14.333;254.2;-427.3;52.8
14.367;254.2;-427.3;56.6
14.400;254.2;-427.3;56.3
14.433;254.2;-427.3;53.8
14.467;254.2;-427.3;50.9
14.500;254.2;-427.3;42.2
14.533;254.2;-427.3;35.2
14.567;254.2;-427.3;27.7
14.600;254.2;-427.3;24.5
14.633;254.2;-427.3;21.3
14.667;254.2;-427.3;21.8
14.700;254.2;-427.3;25.7
14.733;254.2;-427.3;32.8
14.767;254.2;-427.3;39.5
14.800;254.2;-427.3;45.8
14.833;254.2;-427.3;51.5
14.867;254.2;-427.3;55.4
14.900;254.2;-427.3;57.4
14.933;254.2;-427.3;56.2
14.967;254.2;-427.3;52.8
15.000;254.2;-427.3;45.5
15.033;254.2;-427.3;38.5
15.067;254.2;-427.3;30.7
15.100;254.2;-427.3;23.3
15.133;254.2;-427.3;21.9
15.167;254.2;-427.3;20.8
15.200;254.2;-427.3;24.3
15.233;254.2;-427.3;30.2
15.267;254.2;-427.3;36.7
15.300;254.2;-427.3;42.1
15.333;254.2;-427.3;48.5
15.367;254.2;-427.3;52.7
15.400;254.2;-427.3;56.7
15.433;254.2;-427.3;56.7
15.467;254.2;-427.3;55.5
15.500;254.2;-427.3;51.0
15.533;254.2;-427.3;46.3
15.567;254.2;-427.3;40.7
15.600;254.2;-427.3;34.5
15.633;254.2;-427.3;28.4
15.667;254.2;-427.3;23.7
15.700;254.2;-427.3;21.6
15.733;254.2;-427.3;22.7
15.767;254.2;-427.3;25.0
15.800;254.2;-427.3;38.2
15.833;254.2;-427.3;38.3
15.867;254.2;-427.3;47.3
15.900;254.2;-427.3;47.5
15.933;254.2;-427.3;50.1
15.967;254.2;-427.3;53.8
16.000;254.2;-427.3;53.4
16.033;254.2;-427.3;48.9
16.067;254.2;-427.3;39.3
16.100;254.2;-427.3;33.8
16.133;254.2;-427.3;27.9
16.167;254.2;-427.3;21.9
16.200;254.2;-427.3;21.5
16.233;254.2;-427.3;26.7
16.267;254.2;-427.3;33.0
16.300;254.2;-427.3;39.8
16.333;254.2;-427.3;45.8
16.367;254.2;-427.3;50.8
16.400;254.2;-427.3;55.3
16.433;254.2;-427.3;55.4
16.467;254.2;-427.3;54.1
16.500;254.2;-427.3;52.0
16.533;254.2;-427.3;46.3
16.567;254.2;-427.3;39.4
16.600;254.2;-427.3;32.5
16.633;254.2;-427.3;28.5
16.667;254.2;-427.3;22.7
16.700;254.2;-427.3;21.7
16.733;254.2;-427.3;21.7
16.767;254.2;-427.3;27.2
16.800;254.2;-427.3;35.0
16.833;254.2;-427.3;42.5
16.867;254.2;-427.3;48.0
16.900;254.2;-427.3;50.5
16.933;254.2;-427.3;53.7
16.967;254.2;-427.3;56.9
17.000;254.2;-427.3;55.7
17.033;254.2;-427.3;54.9
17.067;254.2;-427.3;49.2
17.100;254.2;-427.3;42.7
17.133;254.2;-427.3;36.4
17.167;254.2;-427.3;29.8
17.200;254.2;-427.3;25.2
17.233;254.2;-427.3;20.8
17.267;254.2;-427.3;21.5
17.300;254.2;-427.3;22.2
17.333;254.2;-427.3;29.2
17.367;254.2;-427.3;35.5
17.400;254.2;-427.3;43.5
17.433;254.2;-427.3;50.0
17.467;254.2;-427.3;53.8
17.500;254.2;-427.3;54.7
17.533;254.2;-427.3;55.6
17.567;254.2;-427.3;55.9
17.600;254.2;-427.3;54.1
17.633;254.2;-427.3;51.9
17.667;254.2;-427.3;44.5
17.700;254.2;-427.3;38.7
17.733;254.2;-427.3;33.2
17.767;254.2;-427.3;27.6
17.800;254.2;-427.3;24.1
17.833;254.2;-427.3;20.4
17.867;254.2;-427.3;21.8
17.900;254.2;-427.3;23.0
17.933;254.2;-427.3;31.0
17.967;254.2;-427.3;36.8
18.000;254.2;-427.3;43.9
18.033;254.2;-427.3;50.6
18.067;254.2;-427.3;53.8
18.100;254.2;-427.3;56.7
18.133;254.2;-427.3;57.0
18.167;254.2;-427.3;55.9
18.200;254.2;-427.3;54.6
18.233;254.2;-427.3;51.1
18.267;254.2;-427.3;45.4
18.300;254.2;-427.3;39.6
18.333;254.2;-427.3;32.6
18.367;254.2;-427.3;26.8
18.400;254.2;-427.3;24.0
18.433;254.2;-427.3;20.3
18.467;254.2;-427.3;22.5
18.500;254.2;-427.3;24.6
18.533;254.2;-427.3;31.4
18.567;254.2;-427.3;36.1
18.600;254.2;-427.3;44.2
18.633;254.2;-427.3;52.1
18.667;254.2;-427.3;55.1
18.700;254.2;-427.3;56.7
18.733;254.2;-427.3;57.6
18.767;254.2;-427.3;56.5
18.800;254.2;-427.3;52.7
18.833;254.2;-427.3;47.1
18.867;254.2;-427.3;39.5
18.900;254.2;-427.3;32.7
18.933;254.2;-427.3;26.9
18.967;254.2;-427.3;22.9
19.000;254.2;-427.3;21.4
19.033;254.2;-427.3;21.5
19.067;254.2;-427.3;24.7
19.100;254.2;-427.3;31.8
19.133;254.2;-427.3;38.3
19.167;254.2;-427.3;44.9
19.200;254.2;-427.3;50.3
19.233;254.2;-427.3;55.0
19.267;254.2;-427.3;56.1
19.300;254.2;-427.3;56.9
19.333;254.2;-427.3;56.1
19.367;254.2;-427.3;53.0
19.400;254.2;-427.3;46.5
19.433;254.2;-427.3;38.8
19.467;254.2;-427.3;31.1
19.500;254.2;-427.3;24.7
19.533;254.2;-427.3;22.6
19.567;254.2;-427.3;20.7
19.600;254.2;-427.3;23.3
19.633;254.2;-427.3;28.5
19.667;254.2;-427.3;35.0
19.700;254.2;-427.3;43.5
19.733;254.2;-427.3;50.5
19.767;254.2;-427.3;56.6
19.800;254.2;-427.3;59.2
19.833;254.2;-427.3;58.9
19.867;254.2;-427.3;56.7
19.900;254.2;-427.3;52.7
19.933;254.2;-427.3;46.3
19.967;254.2;-427.3;40.2
20.000;254.2;-427.3;33.4
20.033;254.2;-427.3;26.3
20.067;254.2;-427.3;23.6
20.100;254.2;-427.3;21.4
20.133;254.2;-427.3;23.3
20.167;254.2;-427.3;25.1
20.200;254.2;-427.3;32.3
20.233;254.2;-427.3;39.2
20.267;254.2;-427.3;44.3
20.300;254.2;-427.3;49.3
20.333;254.2;-427.3;53.8
20.367;254.2;-427.3;56.2
20.400;254.2;-427.3;56.3
20.433;254.2;-427.3;55.3
20.467;254.2;-427.3;52.0
20.500;254.2;-427.3;45.6
20.533;254.2;-427.3;40.1
20.567;254.2;-427.3;32.6
20.600;254.2;-427.3;27.2
20.633;254.2;-427.3;23.4
20.667;254.2;-427.3;22.6
20.700;254.2;-427.3;22.1
20.733;254.2;-427.3;28.0
20.767;254.2;-427.3;33.8
20.800;254.2;-427.3;40.7
20.833;254.2;-427.3;48.5
20.867;254.2;-427.3;54.6
20.900;254.2;-427.3;55.8
20.933;254.2;-427.3;55.8
20.967;254.2;-427.3;55.3
21.000;254.2;-427.3;53.9
21.033;254.2;-427.3;46.1
21.067;254.2;-427.3;39.5
21.100;254.2;-427.3;32.6
21.133;254.2;-427.3;26.3
21.167;254.2;-427.3;22.3
21.200;254.2;-427.3;22.6
21.233;254.2;-427.3;23.3
21.267;254.2;-427.3;28.6
21.300;254.2;-427.3;34.6
21.333;254.2;-427.3;40.5
21.367;254.2;-427.3;45.9
21.400;254.2;-427.3;50.8
21.433;254.2;-427.3;54.8
21.467;254.2;-427.3;55.9
21.500;254.2;-427.3;57.3
21.533;254.2;-427.3;57.3
21.567;254.2;-427.3;53.8
21.600;254.2;-427.3;47.0
21.633;254.2;-427.3;40.1
21.667;254.2;-427.3;33.5
21.700;254.2;-427.3;27.9
21.733;254.2;-427.3;23.7
21.767;254.2;-427.3;21.0
